id,shop_name,district,cluster_area,owner_name,phone,full_address,primary_category,estimated_monthly_volume
2697,"Maruti Balotra Hardware & Building Materials",Barmer,"Balotra Textile & Hardware Hub","Trader T Barmer",+919414005405,"Shop 112, Main Road, Balotra Textile & Hardware Hub, Barmer, Rajasthan","Water-Based Paints & Hardware",301
2698,"Balaji Amer Wall Protect & Texture Depot",Jaipur,"Amer Road","Trader U Jaipur",+919414005407,"Shop 113, Main Road, Amer Road, Jaipur, Rajasthan","Water-Based Paints & Hardware",314
2699,"Kalyan Boranada Trade Associates",Jodhpur,"Boranada SEZ","Trader V Jodhpur",+919414005409,"Shop 114, Main Road, Boranada SEZ, Jodhpur, Rajasthan","Water-Based Paints & Hardware",327
2700,"Krishna DCM Paints & Hardware Mart",Kota,"DCM Road","Trader W Kota",+919414005411,"Shop 115, Main Road, DCM Road, Kota, Rajasthan","Water-Based Paints & Hardware",340
2701,"Vikas Rani Paint & Sanitary Store",Bikaner,"Rani Bazar Industrial Area","Trader X Bikaner",+919414005413,"Shop 116, Main Road, Rani Bazar Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",353
2702,"Shree Clock Colors & Coatings Agency",Ajmer,"Clock Tower Market","Trader Y Ajmer",+919414005415,"Shop 117, Main Road, Clock Tower Market, Ajmer, Rajasthan","Water-Based Paints & Hardware",366
2703,"Jai Mewar Hardware & Building Materials",Udaipur,"Mewar Industrial Area","Trader Z Udaipur",+919414005417,"Shop 118, Main Road, Mewar Industrial Area, Udaipur, Rajasthan","Water-Based Paints & Hardware",379
2704,"New Sanganer Wall Protect & Texture Depot",Bhilwara,"Sanganer Road","Trader A Bhilwara",+919414005419,"Shop 119, Main Road, Sanganer Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",392
2705,"Royal Tijara Trade Associates",Alwar,"Tijara Road","Trader B Alwar",+919414005421,"Shop 120, Main Road, Tijara Road, Alwar, Rajasthan","Water-Based Paints & Hardware",405
2706,"Modern Station Paints & Hardware Mart",Sikar,"Station Road","Trader C Sikar",+919414005423,"Shop 121, Main Road, Station Road, Sikar, Rajasthan","Water-Based Paints & Hardware",418
2707,"Star Purani Paint & Sanitary Store",Sri Ganganagar,"Purani Abadi","Trader D Sri Ganganagar",+919414005425,"Shop 122, Main Road, Purani Abadi, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",431
2708,"Classic Mathura Colors & Coatings Agency",Bharatpur,"Mathura Road","Trader E Bharatpur",+919414005427,"Shop 123, Main Road, Mathura Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",44
2709,"National Suraj Hardware & Building Materials",Pali,"Suraj Pole","Trader F Pali",+919414005429,"Shop 124, Main Road, Suraj Pole, Pali, Rajasthan","Water-Based Paints & Hardware",57
2710,"Ganesh Fort Wall Protect & Texture Depot",Chittorgarh,"Fort Road","Trader G Chittorgarh",+919414005431,"Shop 125, Main Road, Fort Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",70
2711,"Maruti Kuchaman Trade Associates",Nagaur,"Kuchaman City","Trader H Nagaur",+919414005433,"Shop 126, Main Road, Kuchaman City, Nagaur, Rajasthan","Water-Based Paints & Hardware",83
2712,"Balaji Peeru Paints & Hardware Mart",Jhunjhunu,"Peeru Singh Circle","Trader I Jhunjhunu",+919414005435,"Shop 127, Main Road, Peeru Singh Circle, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",96
2713,"Kalyan Subhash Paint & Sanitary Store",Tonk,"Subhash Chowk","Trader J Tonk",+919414005437,"Shop 128, Main Road, Subhash Chowk, Tonk, Rajasthan","Water-Based Paints & Hardware",109
2714,"Krishna Industrial Colors & Coatings Agency",Hanumangarh,"Industrial Area","Trader K Hanumangarh",+919414005439,"Shop 129, Main Road, Industrial Area, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",122
2715,"Vikas Agra Hardware & Building Materials",Dausa,"Agra Road","Trader L Dausa",+919414005441,"Shop 130, Main Road, Agra Road, Dausa, Rajasthan","Water-Based Paints & Hardware",135
2716,"Shree Station Wall Protect & Texture Depot",Barmer,"Station Road","Trader M Barmer",+919414005443,"Shop 131, Main Road, Station Road, Barmer, Rajasthan","Water-Based Paints & Hardware",148
2717,"Jai Chomu Trade Associates",Jaipur,"Chomu","Trader N Jaipur",+919414005445,"Shop 132, Main Road, Chomu, Jaipur, Rajasthan","Water-Based Paints & Hardware",161
2718,"New Sardarpura Paints & Hardware Mart",Jodhpur,"Sardarpura","Trader O Jodhpur",+919414005447,"Shop 133, Main Road, Sardarpura, Jodhpur, Rajasthan","Water-Based Paints & Hardware",174
2719,"Royal Rampura Paint & Sanitary Store",Kota,"Rampura","Trader P Kota",+919414005449,"Shop 134, Main Road, Rampura, Kota, Rajasthan","Water-Based Paints & Hardware",187
2720,"Modern Kote Colors & Coatings Agency",Bikaner,"Kote Gate","Trader Q Bikaner",+919414005451,"Shop 135, Main Road, Kote Gate, Bikaner, Rajasthan","Water-Based Paints & Hardware",200
2721,"Star Parbatpura Hardware & Building Materials",Ajmer,"Parbatpura Industrial Area","Trader R Ajmer",+919414005453,"Shop 136, Main Road, Parbatpura Industrial Area, Ajmer, Rajasthan","Water-Based Paints & Hardware",213
2722,"Classic Udaisagar Wall Protect & Texture Depot",Udaipur,"Udaisagar Road","Trader S Udaipur",+919414005455,"Shop 137, Main Road, Udaisagar Road, Udaipur, Rajasthan","Water-Based Paints & Hardware",226
2723,"National Pur Trade Associates",Bhilwara,"Pur Road","Trader T Bhilwara",+919414005457,"Shop 138, Main Road, Pur Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",239
2724,"Ganesh MIA Paints & Hardware Mart",Alwar,"MIA Industrial Area","Trader U Alwar",+919414005459,"Shop 139, Main Road, MIA Industrial Area, Alwar, Rajasthan","Water-Based Paints & Hardware",252
2725,"Maruti Bajoria Paint & Sanitary Store",Sikar,"Bajoria Road","Trader V Sikar",+919414005461,"Shop 140, Main Road, Bajoria Road, Sikar, Rajasthan","Water-Based Paints & Hardware",265
2726,"Balaji Birbal Colors & Coatings Agency",Sri Ganganagar,"Birbal Chowk","Trader W Sri Ganganagar",+919414005463,"Shop 141, Main Road, Birbal Chowk, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",278
2727,"Kalyan Sewar Hardware & Building Materials",Bharatpur,"Sewar Industrial Area","Trader X Bharatpur",+919414005465,"Shop 142, Main Road, Sewar Industrial Area, Bharatpur, Rajasthan","Water-Based Paints & Hardware",291
2728,"Krishna Mandia Wall Protect & Texture Depot",Pali,"Mandia Road Industrial Area","Trader Y Pali",+919414005467,"Shop 143, Main Road, Mandia Road Industrial Area, Pali, Rajasthan","Water-Based Paints & Hardware",304
2729,"Vikas Chanderiya Trade Associates",Chittorgarh,"Chanderiya Industrial Area","Trader Z Chittorgarh",+919414005469,"Shop 144, Main Road, Chanderiya Industrial Area, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",317
2730,"Shree Merta Paints & Hardware Mart",Nagaur,"Merta City","Trader A Nagaur",+919414005471,"Shop 145, Main Road, Merta City, Nagaur, Rajasthan","Water-Based Paints & Hardware",330
2731,"Jai Gugali Paint & Sanitary Store",Jhunjhunu,"Gugali Market","Trader B Jhunjhunu",+919414005473,"Shop 146, Main Road, Gugali Market, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",343
2732,"New Niwai Colors & Coatings Agency",Tonk,"Niwai Industrial Area","Trader C Tonk",+919414005475,"Shop 147, Main Road, Niwai Industrial Area, Tonk, Rajasthan","Water-Based Paints & Hardware",356
2733,"Royal Town Hardware & Building Materials",Hanumangarh,"Town Main Bazaar","Trader D Hanumangarh",+919414005477,"Shop 148, Main Road, Town Main Bazaar, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",369
2734,"Modern Bandikui Wall Protect & Texture Depot",Dausa,"Bandikui Mandi","Trader E Dausa",+919414005479,"Shop 149, Main Road, Bandikui Mandi, Dausa, Rajasthan","Water-Based Paints & Hardware",382
2735,"Star Refinery Trade Associates",Barmer,"Refinery Site Corridor","Trader F Barmer",+919414005481,"Shop 150, Main Road, Refinery Site Corridor, Barmer, Rajasthan","Water-Based Paints & Hardware",395
2736,"Classic Malviya Paints & Hardware Mart",Jaipur,"Malviya Nagar","Trader G Jaipur",+919414005483,"Shop 151, Main Road, Malviya Nagar, Jaipur, Rajasthan","Water-Based Paints & Hardware",408
2737,"National Basni Paint & Sanitary Store",Jodhpur,"Basni Industrial Area","Trader H Jodhpur",+919414005485,"Shop 152, Main Road, Basni Industrial Area, Jodhpur, Rajasthan","Water-Based Paints & Hardware",421
2738,"Ganesh Vigyan Colors & Coatings Agency",Kota,"Vigyan Nagar","Trader I Kota",+919414005487,"Shop 153, Main Road, Vigyan Nagar, Kota, Rajasthan","Water-Based Paints & Hardware",434
2739,"Maruti Nokha Hardware & Building Materials",Bikaner,"Nokha Road","Trader J Bikaner",+919414005489,"Shop 154, Main Road, Nokha Road, Bikaner, Rajasthan","Water-Based Paints & Hardware",47
2740,"Balaji Kishangarh Wall Protect & Texture Depot",Ajmer,"Kishangarh Marble Mandi","Trader K Ajmer",+919414005491,"Shop 155, Main Road, Kishangarh Marble Mandi, Ajmer, Rajasthan","Water-Based Paints & Hardware",60
2741,"Kalyan Fatehpura Trade Associates",Udaipur,"Fatehpura","Trader L Udaipur",+919414005493,"Shop 156, Main Road, Fatehpura, Udaipur, Rajasthan","Water-Based Paints & Hardware",73
2742,"Krishna Gandhi Paints & Hardware Mart",Bhilwara,"Gandhi Nagar","Trader M Bhilwara",+919414005495,"Shop 157, Main Road, Gandhi Nagar, Bhilwara, Rajasthan","Water-Based Paints & Hardware",86
2743,"Vikas Manu Paint & Sanitary Store",Alwar,"Manu Marg","Trader N Alwar",+919414005497,"Shop 158, Main Road, Manu Marg, Alwar, Rajasthan","Water-Based Paints & Hardware",99
2744,"Shree Fatehpur Colors & Coatings Agency",Sikar,"Fatehpur Road","Trader O Sikar",+919414005499,"Shop 159, Main Road, Fatehpur Road, Sikar, Rajasthan","Water-Based Paints & Hardware",112
2745,"Jai Suratgarh Hardware & Building Materials",Sri Ganganagar,"Suratgarh Road","Trader P Sri Ganganagar",+919414005501,"Shop 160, Main Road, Suratgarh Road, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",125
2746,"New Kumher Wall Protect & Texture Depot",Bharatpur,"Kumher Gate","Trader Q Bharatpur",+919414005503,"Shop 161, Main Road, Kumher Gate, Bharatpur, Rajasthan","Water-Based Paints & Hardware",138
2747,"Royal Sumerpur Trade Associates",Pali,"Sumerpur Road","Trader R Pali",+919414005505,"Shop 162, Main Road, Sumerpur Road, Pali, Rajasthan","Water-Based Paints & Hardware",151
2748,"Modern Collectorate Paints & Hardware Mart",Chittorgarh,"Collectorate Road","Trader S Chittorgarh",+919414005507,"Shop 163, Main Road, Collectorate Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",164
2749,"Star Gandhi Paint & Sanitary Store",Nagaur,"Gandhi Chowk","Trader T Nagaur",+919414005509,"Shop 164, Main Road, Gandhi Chowk, Nagaur, Rajasthan","Water-Based Paints & Hardware",177
2750,"Classic Mandawa Colors & Coatings Agency",Jhunjhunu,"Mandawa Road","Trader U Jhunjhunu",+919414005511,"Shop 165, Main Road, Mandawa Road, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",190
2751,"National Malpura Hardware & Building Materials",Tonk,"Malpura Road","Trader V Tonk",+919414005513,"Shop 166, Main Road, Malpura Road, Tonk, Rajasthan","Water-Based Paints & Hardware",203
2752,"Ganesh Junction Wall Protect & Texture Depot",Hanumangarh,"Junction Market","Trader W Hanumangarh",+919414005515,"Shop 167, Main Road, Junction Market, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",216
2753,"Maruti Station Trade Associates",Dausa,"Station Road","Trader X Dausa",+919414005517,"Shop 168, Main Road, Station Road, Dausa, Rajasthan","Water-Based Paints & Hardware",229
2754,"Balaji Sindhari Paints & Hardware Mart",Barmer,"Sindhari Road","Trader Y Barmer",+919414005519,"Shop 169, Main Road, Sindhari Road, Barmer, Rajasthan","Water-Based Paints & Hardware",242
2755,"Kalyan Transport Paint & Sanitary Store",Jaipur,"Transport Nagar","Trader Z Jaipur",+919414005521,"Shop 170, Main Road, Transport Nagar, Jaipur, Rajasthan","Water-Based Paints & Hardware",255
2756,"Krishna Ratanada Colors & Coatings Agency",Jodhpur,"Ratanada","Trader A Jodhpur",+919414005523,"Shop 171, Main Road, Ratanada, Jodhpur, Rajasthan","Water-Based Paints & Hardware",268
2757,"Vikas Mahaveer Hardware & Building Materials",Kota,"Mahaveer Nagar","Trader B Kota",+919414005525,"Shop 172, Main Road, Mahaveer Nagar, Kota, Rajasthan","Water-Based Paints & Hardware",281
2758,"Shree Sadul Wall Protect & Texture Depot",Bikaner,"Sadul Colony","Trader C Bikaner",+919414005527,"Shop 173, Main Road, Sadul Colony, Bikaner, Rajasthan","Water-Based Paints & Hardware",294
2759,"Jai Beawar Trade Associates",Ajmer,"Beawar City","Trader D Ajmer",+919414005529,"Shop 174, Main Road, Beawar City, Ajmer, Rajasthan","Water-Based Paints & Hardware",307
2760,"New Sukher Paints & Hardware Mart",Udaipur,"Sukher Industrial Area","Trader E Udaipur",+919414005531,"Shop 175, Main Road, Sukher Industrial Area, Udaipur, Rajasthan","Water-Based Paints & Hardware",320
2761,"Royal RIICO Paint & Sanitary Store",Bhilwara,"RIICO Industrial Area","Trader F Bhilwara",+919414005533,"Shop 176, Main Road, RIICO Industrial Area, Bhilwara, Rajasthan","Water-Based Paints & Hardware",333
2762,"Modern Company Colors & Coatings Agency",Alwar,"Company Bagh","Trader G Alwar",+919414005535,"Shop 177, Main Road, Company Bagh, Alwar, Rajasthan","Water-Based Paints & Hardware",346
2763,"Star Piprali Hardware & Building Materials",Sikar,"Piprali Road","Trader H Sikar",+919414005537,"Shop 178, Main Road, Piprali Road, Sikar, Rajasthan","Water-Based Paints & Hardware",359
2764,"Classic Padampur Wall Protect & Texture Depot",Sri Ganganagar,"Padampur Road","Trader I Sri Ganganagar",+919414005539,"Shop 179, Main Road, Padampur Road, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",372
2765,"National Anah Trade Associates",Bharatpur,"Anah Gate","Trader J Bharatpur",+919414005541,"Shop 180, Main Road, Anah Gate, Bharatpur, Rajasthan","Water-Based Paints & Hardware",385
2766,"Ganesh Somnath Paints & Hardware Mart",Pali,"Somnath Temple Market","Trader K Pali",+919414005543,"Shop 181, Main Road, Somnath Temple Market, Pali, Rajasthan","Water-Based Paints & Hardware",398
2767,"Maruti Nimbahera Paint & Sanitary Store",Chittorgarh,"Nimbahera Town","Trader L Chittorgarh",+919414005545,"Shop 182, Main Road, Nimbahera Town, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",411
2768,"Balaji Makrana Colors & Coatings Agency",Nagaur,"Makrana Marble Zone","Trader M Nagaur",+919414005547,"Shop 183, Main Road, Makrana Marble Zone, Nagaur, Rajasthan","Water-Based Paints & Hardware",424
2769,"Kalyan Khetri Hardware & Building Materials",Jhunjhunu,"Khetri Nagar","Trader N Jhunjhunu",+919414005549,"Shop 184, Main Road, Khetri Nagar, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",437
2770,"Krishna Civil Wall Protect & Texture Depot",Tonk,"Civil Lines","Trader O Tonk",+919414005551,"Shop 185, Main Road, Civil Lines, Tonk, Rajasthan","Water-Based Paints & Hardware",50
2771,"Vikas Rawatsar Trade Associates",Hanumangarh,"Rawatsar Road","Trader P Hanumangarh",+919414005553,"Shop 186, Main Road, Rawatsar Road, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",63
2772,"Shree Lalsot Paints & Hardware Mart",Dausa,"Lalsot Road","Trader Q Dausa",+919414005555,"Shop 187, Main Road, Lalsot Road, Dausa, Rajasthan","Water-Based Paints & Hardware",76
2773,"Jai Balotra Paint & Sanitary Store",Barmer,"Balotra Textile & Hardware Hub","Trader R Barmer",+919414005557,"Shop 188, Main Road, Balotra Textile & Hardware Hub, Barmer, Rajasthan","Water-Based Paints & Hardware",89
2774,"New Vaishali Colors & Coatings Agency",Jaipur,"Vaishali Nagar","Trader S Jaipur",+919414005559,"Shop 189, Main Road, Vaishali Nagar, Jaipur, Rajasthan","Water-Based Paints & Hardware",102
2775,"Royal Mandore Hardware & Building Materials",Jodhpur,"Mandore Road","Trader T Jodhpur",+919414005561,"Shop 190, Main Road, Mandore Road, Jodhpur, Rajasthan","Water-Based Paints & Hardware",115
2776,"Modern Borkhera Wall Protect & Texture Depot",Kota,"Borkhera","Trader U Kota",+919414005563,"Shop 191, Main Road, Borkhera, Kota, Rajasthan","Water-Based Paints & Hardware",128
2777,"Star Bichhwal Trade Associates",Bikaner,"Bichhwal Industrial Area","Trader V Bikaner",+919414005565,"Shop 192, Main Road, Bichhwal Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",141
2778,"Classic Kutchery Paints & Hardware Mart",Ajmer,"Kutchery Road","Trader W Ajmer",+919414005567,"Shop 193, Main Road, Kutchery Road, Ajmer, Rajasthan","Water-Based Paints & Hardware",154
2779,"National Hiran Paint & Sanitary Store",Udaipur,"Hiran Magri","Trader X Udaipur",+919414005569,"Shop 194, Main Road, Hiran Magri, Udaipur, Rajasthan","Water-Based Paints & Hardware",167
2780,"Ganesh Bhopalganj Colors & Coatings Agency",Bhilwara,"Bhopalganj","Trader Y Bhilwara",+919414005571,"Shop 195, Main Road, Bhopalganj, Bhilwara, Rajasthan","Water-Based Paints & Hardware",180
2781,"Maruti Bhiwadi Hardware & Building Materials",Alwar,"Bhiwadi Industrial Zone","Trader Z Alwar",+919414005573,"Shop 196, Main Road, Bhiwadi Industrial Zone, Alwar, Rajasthan","Water-Based Paints & Hardware",193
2782,"Balaji Kotwali Wall Protect & Texture Depot",Sikar,"Kotwali Market","Trader A Sikar",+919414005575,"Shop 197, Main Road, Kotwali Market, Sikar, Rajasthan","Water-Based Paints & Hardware",206
2783,"Kalyan Gola Trade Associates",Sri Ganganagar,"Gola Market","Trader B Sri Ganganagar",+919414005577,"Shop 198, Main Road, Gola Market, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",219
2784,"Krishna Circular Paints & Hardware Mart",Bharatpur,"Circular Road","Trader C Bharatpur",+919414005579,"Shop 199, Main Road, Circular Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",232
2785,"Vikas Suraj Paint & Sanitary Store",Pali,"Suraj Pole","Trader D Pali",+919414005581,"Shop 200, Main Road, Suraj Pole, Pali, Rajasthan","Water-Based Paints & Hardware",245
2786,"Shree Fort Colors & Coatings Agency",Chittorgarh,"Fort Road","Trader E Chittorgarh",+919414005583,"Shop 201, Main Road, Fort Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",258
2787,"Jai Didwana Hardware & Building Materials",Nagaur,"Didwana Road","Trader F Nagaur",+919414005585,"Shop 202, Main Road, Didwana Road, Nagaur, Rajasthan","Water-Based Paints & Hardware",271
2788,"New Chirawa Wall Protect & Texture Depot",Jhunjhunu,"Chirawa Road","Trader G Jhunjhunu",+919414005587,"Shop 203, Main Road, Chirawa Road, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",284
2789,"Royal Subhash Trade Associates",Tonk,"Subhash Chowk","Trader H Tonk",+919414005589,"Shop 204, Main Road, Subhash Chowk, Tonk, Rajasthan","Water-Based Paints & Hardware",297
2790,"Modern Industrial Paints & Hardware Mart",Hanumangarh,"Industrial Area","Trader I Hanumangarh",+919414005591,"Shop 205, Main Road, Industrial Area, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",310
2791,"Star Agra Paint & Sanitary Store",Dausa,"Agra Road","Trader J Dausa",+919414005593,"Shop 206, Main Road, Agra Road, Dausa, Rajasthan","Water-Based Paints & Hardware",323
2792,"Classic Station Colors & Coatings Agency",Barmer,"Station Road","Trader K Barmer",+919414005595,"Shop 207, Main Road, Station Road, Barmer, Rajasthan","Water-Based Paints & Hardware",336
2793,"National Jhotwara Hardware & Building Materials",Jaipur,"Jhotwara","Trader L Jaipur",+919414005597,"Shop 208, Main Road, Jhotwara, Jaipur, Rajasthan","Water-Based Paints & Hardware",349
2794,"Ganesh Pal Wall Protect & Texture Depot",Jodhpur,"Pal Road","Trader M Jodhpur",+919414005599,"Shop 209, Main Road, Pal Road, Jodhpur, Rajasthan","Water-Based Paints & Hardware",362
2795,"Maruti Indraprastha Trade Associates",Kota,"Indraprastha Industrial Area","Trader N Kota",+919414005601,"Shop 210, Main Road, Indraprastha Industrial Area, Kota, Rajasthan","Water-Based Paints & Hardware",375
2796,"Balaji Rani Paints & Hardware Mart",Bikaner,"Rani Bazar Industrial Area","Trader O Bikaner",+919414005603,"Shop 211, Main Road, Rani Bazar Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",388
2797,"Kalyan Madar Paint & Sanitary Store",Ajmer,"Madar Gate","Trader P Ajmer",+919414005605,"Shop 212, Main Road, Madar Gate, Ajmer, Rajasthan","Water-Based Paints & Hardware",401
2798,"Krishna Bapu Colors & Coatings Agency",Udaipur,"Bapu Bazar","Trader Q Udaipur",+919414005607,"Shop 213, Main Road, Bapu Bazar, Udaipur, Rajasthan","Water-Based Paints & Hardware",414
2799,"Vikas Sanganer Hardware & Building Materials",Bhilwara,"Sanganer Road","Trader R Bhilwara",+919414005609,"Shop 214, Main Road, Sanganer Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",427
2800,"Shree Neemrana Wall Protect & Texture Depot",Alwar,"Neemrana Japanese Zone","Trader S Alwar",+919414005611,"Shop 15, Main Road, Neemrana Japanese Zone, Alwar, Rajasthan","Water-Based Paints & Hardware",40
2801,"Jai Salasar Trade Associates",Sikar,"Salasar Bus Stand","Trader T Sikar",+919414005613,"Shop 16, Main Road, Salasar Bus Stand, Sikar, Rajasthan","Water-Based Paints & Hardware",53
2802,"New Purani Paints & Hardware Mart",Sri Ganganagar,"Purani Abadi","Trader U Sri Ganganagar",+919414005615,"Shop 17, Main Road, Purani Abadi, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",66
2803,"Royal Mathura Paint & Sanitary Store",Bharatpur,"Mathura Road","Trader V Bharatpur",+919414005617,"Shop 18, Main Road, Mathura Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",79
2804,"Modern Mandia Colors & Coatings Agency",Pali,"Mandia Road Industrial Area","Trader W Pali",+919414005619,"Shop 19, Main Road, Mandia Road Industrial Area, Pali, Rajasthan","Water-Based Paints & Hardware",92
2805,"Star Chanderiya Hardware & Building Materials",Chittorgarh,"Chanderiya Industrial Area","Trader X Chittorgarh",+919414005621,"Shop 20, Main Road, Chanderiya Industrial Area, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",105
2806,"Classic Kuchaman Wall Protect & Texture Depot",Nagaur,"Kuchaman City","Trader Y Nagaur",+919414005623,"Shop 21, Main Road, Kuchaman City, Nagaur, Rajasthan","Water-Based Paints & Hardware",118
2807,"National Peeru Trade Associates",Jhunjhunu,"Peeru Singh Circle","Trader Z Jhunjhunu",+919414005625,"Shop 22, Main Road, Peeru Singh Circle, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",131
2808,"Ganesh Niwai Paints & Hardware Mart",Tonk,"Niwai Industrial Area","Trader A Tonk",+919414005627,"Shop 23, Main Road, Niwai Industrial Area, Tonk, Rajasthan","Water-Based Paints & Hardware",144
2809,"Maruti Town Paint & Sanitary Store",Hanumangarh,"Town Main Bazaar","Trader B Hanumangarh",+919414005629,"Shop 24, Main Road, Town Main Bazaar, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",157
2810,"Balaji Bandikui Colors & Coatings Agency",Dausa,"Bandikui Mandi","Trader C Dausa",+919414005631,"Shop 25, Main Road, Bandikui Mandi, Dausa, Rajasthan","Water-Based Paints & Hardware",170
2811,"Kalyan Refinery Hardware & Building Materials",Barmer,"Refinery Site Corridor","Trader D Barmer",+919414005633,"Shop 26, Main Road, Refinery Site Corridor, Barmer, Rajasthan","Water-Based Paints & Hardware",183
2812,"Krishna Sanganer Wall Protect & Texture Depot",Jaipur,"Sanganer Town","Trader E Jaipur",+919414005635,"Shop 27, Main Road, Sanganer Town, Jaipur, Rajasthan","Water-Based Paints & Hardware",196
2813,"Vikas Shastri Trade Associates",Jodhpur,"Shastri Nagar","Trader F Jodhpur",+919414005637,"Shop 28, Main Road, Shastri Nagar, Jodhpur, Rajasthan","Water-Based Paints & Hardware",209
2814,"Shree Gumanpura Paints & Hardware Mart",Kota,"Gumanpura","Trader G Kota",+919414005639,"Shop 29, Main Road, Gumanpura, Kota, Rajasthan","Water-Based Paints & Hardware",222
2815,"Jai Kote Paint & Sanitary Store",Bikaner,"Kote Gate","Trader H Bikaner",+919414005641,"Shop 30, Main Road, Kote Gate, Bikaner, Rajasthan","Water-Based Paints & Hardware",235
2816,"New Clock Colors & Coatings Agency",Ajmer,"Clock Tower Market","Trader I Ajmer",+919414005643,"Shop 31, Main Road, Clock Tower Market, Ajmer, Rajasthan","Water-Based Paints & Hardware",248
2817,"Royal Mewar Hardware & Building Materials",Udaipur,"Mewar Industrial Area","Trader J Udaipur",+919414005645,"Shop 32, Main Road, Mewar Industrial Area, Udaipur, Rajasthan","Water-Based Paints & Hardware",261
2818,"Modern Pur Wall Protect & Texture Depot",Bhilwara,"Pur Road","Trader K Bhilwara",+919414005647,"Shop 33, Main Road, Pur Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",274
2819,"Star Tijara Trade Associates",Alwar,"Tijara Road","Trader L Alwar",+919414005649,"Shop 34, Main Road, Tijara Road, Alwar, Rajasthan","Water-Based Paints & Hardware",287
2820,"Classic Station Paints & Hardware Mart",Sikar,"Station Road","Trader M Sikar",+919414005651,"Shop 35, Main Road, Station Road, Sikar, Rajasthan","Water-Based Paints & Hardware",300
2821,"National Birbal Paint & Sanitary Store",Sri Ganganagar,"Birbal Chowk","Trader N Sri Ganganagar",+919414005653,"Shop 36, Main Road, Birbal Chowk, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",313
2822,"Ganesh Sewar Colors & Coatings Agency",Bharatpur,"Sewar Industrial Area","Trader O Bharatpur",+919414005655,"Shop 37, Main Road, Sewar Industrial Area, Bharatpur, Rajasthan","Water-Based Paints & Hardware",326
2823,"Maruti Sumerpur Hardware & Building Materials",Pali,"Sumerpur Road","Trader P Pali",+919414005657,"Shop 38, Main Road, Sumerpur Road, Pali, Rajasthan","Water-Based Paints & Hardware",339
2824,"Balaji Collectorate Wall Protect & Texture Depot",Chittorgarh,"Collectorate Road","Trader Q Chittorgarh",+919414005659,"Shop 39, Main Road, Collectorate Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",352
2825,"Kalyan Merta Trade Associates",Nagaur,"Merta City","Trader R Nagaur",+919414005661,"Shop 40, Main Road, Merta City, Nagaur, Rajasthan","Water-Based Paints & Hardware",365
2826,"Krishna Gugali Paints & Hardware Mart",Jhunjhunu,"Gugali Market","Trader S Jhunjhunu",+919414005663,"Shop 41, Main Road, Gugali Market, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",378
2827,"Vikas Malpura Paint & Sanitary Store",Tonk,"Malpura Road","Trader T Tonk",+919414005665,"Shop 42, Main Road, Malpura Road, Tonk, Rajasthan","Water-Based Paints & Hardware",391
2828,"Shree Junction Colors & Coatings Agency",Hanumangarh,"Junction Market","Trader U Hanumangarh",+919414005667,"Shop 43, Main Road, Junction Market, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",404
2829,"Jai Station Hardware & Building Materials",Dausa,"Station Road","Trader V Dausa",+919414005669,"Shop 44, Main Road, Station Road, Dausa, Rajasthan","Water-Based Paints & Hardware",417
